file	pr	ref
4032-asset-collections.md	4032	refs/pr/upstream/4032
4033-event-thread-and-order.md	4033	refs/pr/upstream/4033
4034-media-limits.md	4034	refs/pr/upstream/4034
4038-mls-key-backup.md	4038	refs/pr/upstream/4038
4039-widget-api-media.md	4039	refs/pr/upstream/4039
4042-disabled-presence-state.md	4042	refs/pr/upstream/4042
4043-presence-override-api.md	4043	refs/pr/upstream/4043
4044-strict-user-id-grammar-in-rooms.md	4044	refs/pr/upstream/4044
4045-deprecate-server-ip-only-discovery.md	4045	refs/pr/upstream/4045
4046-make-send-pdu-api.md	4046	refs/pr/upstream/4046
4047-room-send-keys.md	4047	refs/pr/upstream/4047
4048-signed-key-backup.md	4048	refs/pr/upstream/4048
4049-send-as-server-or-room.md	4049	refs/pr/upstream/4049
4050-mxid-verification.md	4050	refs/pr/upstream/4050
4053-mentions-mixin.md	4053	refs/pr/upstream/4053
4056-role-based-access-control.md	4056	refs/pr/upstream/4056
4057-static-room-directory.md	4057	refs/pr/upstream/4057
4060-room-rules.md	4060	refs/pr/upstream/4060
4062-dont_email_tweak.md	4062	refs/pr/upstream/4062
4071-pagination-token-headers.md	4071	refs/pr/upstream/4071
4073-shepherd-teams.md	4073	refs/pr/upstream/4073
4074-server-side-annotations-aggregation.md	4074	refs/pr/upstream/4074
4075-rtc-notification-event.md	4075	refs/pr/upstream/4075
4076-e2ee-aware-badges.md	4076	refs/pr/upstream/4076
4078-transparent-pusher-creation.md	4078	refs/pr/upstream/4078
4079-client-server-landing-page-html.md	4079	refs/pr/upstream/4079
4080-cryptographic-identities.md	4080	refs/pr/upstream/4080
4081-claim-fallback-keys-on-network-failure.md	4081	refs/pr/upstream/4081
4083-delta-compressed-file-transfers.md	4083	refs/pr/upstream/4083
4084-mass-redactions-alterations.md	4084	refs/pr/upstream/4084
4086-media-reference-counting.md	4086	refs/pr/upstream/4086
4089-delivery-receipts.md	4089	refs/pr/upstream/4089
4092-enforce-tests.md	4092	refs/pr/upstream/4092
4094-sync-server-and-client-time-endpoint.md	4094	refs/pr/upstream/4094
4095-bundled-url-previews.md	4095	refs/pr/upstream/4095
4096-make-forceturn-configurable.md	4096	refs/pr/upstream/4096
4100-scoped-signing-keys.md	4100	refs/pr/upstream/4100
4101-unencrypted-media-hashes.md	4101	refs/pr/upstream/4101
4102-unthreaded-read-receipts.md	4102	refs/pr/upstream/4102
4103-threaded-read-receipt-sync-filter.md	4103	refs/pr/upstream/4103
4104-auth-lock-soft-failure-be-gone.md	4104	refs/pr/upstream/4104
4106-join-as-muted.md	4106	refs/pr/upstream/4106
4108-oidc-qr-login.md	4108	refs/pr/upstream/4108
4109-appservice-soft-failed-events.md	4109	refs/pr/upstream/4109
4110-fewer-features.md	4110	refs/pr/upstream/4110
4114-matrix-as-a-password-manager.md	4114	refs/pr/upstream/4114
4117-reinstating-events.md	4117	refs/pr/upstream/4117
4119-voluntary-flagging.md	4119	refs/pr/upstream/4119
4120-head-method-download.md	4120	refs/pr/upstream/4120
4121-m.role.moderator.md	4121	refs/pr/upstream/4121
4125-federation-invite-via.md	4125	refs/pr/upstream/4125
4128-error-optional-auth.md	4128	refs/pr/upstream/4128
4131-handling-mroomencryption-event.md	4131	refs/pr/upstream/4131
4136-shared-retry-hints.md	4136	refs/pr/upstream/4136
4139-bot-buttons.md	4139	refs/pr/upstream/4139
4140-delayed-events-futures.md	4140	refs/pr/upstream/4140
4141-time-based-notification-filtering.md	4141	refs/pr/upstream/4141
4143-matrix-rtc.md	4143	refs/pr/upstream/4143
4144-per-message-profile.md	4144	refs/pr/upstream/4144
4145-simple-verified-accounts.md	4145	refs/pr/upstream/4145
4149-media-repo-csp-directives.md	4149	refs/pr/upstream/4149
4150-m-allow-recommendation.md	4150	refs/pr/upstream/4150
4152-room-labeling-and-filtering.md	4152	refs/pr/upstream/4152
4154-request-max-body-size.md	4154	refs/pr/upstream/4154
4155-invite-filtering.md	4155	refs/pr/upstream/4155
4157-delayed-events-widget-api.md	4157	refs/pr/upstream/4157
4161-crypto-terminology.md	4161	refs/pr/upstream/4161
4162-otk-reset.md	4162	refs/pr/upstream/4162
4164-leave-all-rooms-on-deactivation.md	4164	refs/pr/upstream/4164
4165-remove-own-power-level-on-deactivation.md	4165	refs/pr/upstream/4165
4166-turn-response-with-no-servers.md	4166	refs/pr/upstream/4166
4167-copy-bans-on-room-upgrade.md	4167	refs/pr/upstream/4167
4168-update-space-state-on-room-upgrade.md	4168	refs/pr/upstream/4168
4171-service-members.md	4171	refs/pr/upstream/4171
4173-test-pusher.md	4173	refs/pr/upstream/4173
4174-webpush-pushkind.md	4174	refs/pr/upstream/4174
4176-translatable-errors.md	4176	refs/pr/upstream/4176
4177-upload-location-hints.md	4177	refs/pr/upstream/4177
4179-moderation-hidden.md	4179	refs/pr/upstream/4179
4185-event-visibility-api.md	4185	refs/pr/upstream/4185
4188-http-gone-status.md	4188	refs/pr/upstream/4188
4192-ignoring-invites.md	4192	refs/pr/upstream/4192
4193-spoilers-on-media.md	4193	refs/pr/upstream/4193
4194-user-redaction.md	4194	refs/pr/upstream/4194
4195-matrixrtc-livekit.md	4195	refs/pr/upstream/4195
4196-matrixrtc-m-call.md	4196	refs/pr/upstream/4196
4197-copy-hints.md	4197	refs/pr/upstream/4197
4198-oidc-login-hint.md	4198	refs/pr/upstream/4198
4201-profiles-as-rooms-v2.md	4201	refs/pr/upstream/4201
4203-appservice-to-device.md	4203	refs/pr/upstream/4203
4204-takedown-recommendation.md	4204	refs/pr/upstream/4204
4205-sha256-policy-entity.md	4205	refs/pr/upstream/4205
4206-policy-reason-auditing.md	4206	refs/pr/upstream/4206
4207-media-identifier-policy.md	4207	refs/pr/upstream/4207
4208-user-defined-profile-fields.md	4208	refs/pr/upstream/4208
4209-updating-endpoints-in-place.md	4209	refs/pr/upstream/4209
4211-webxdc.md	4211	refs/pr/upstream/4211
4218-profile-change-perf.md	4218	refs/pr/upstream/4218
4220-call-reject-locally.md	4220	refs/pr/upstream/4220
4221-room-banners.md	4221	refs/pr/upstream/4221
4223-unbind-3pid-conditions.md	4223	refs/pr/upstream/4223
4224-cbor-serialization.md	4224	refs/pr/upstream/4224
4226-reports-as-rooms.md	4226	refs/pr/upstream/4226
4227-audio-based-quick-login.md	4227	refs/pr/upstream/4227
4228-search-redirection.md	4228	refs/pr/upstream/4228
4232-attribute-based-access-control.md	4232	refs/pr/upstream/4232
4233-remembering-knock-via.md	4233	refs/pr/upstream/4233
4234-reliable-app-badge-counts.md	4234	refs/pr/upstream/4234
4235-via-query-param-for-hierarchy.md	4235	refs/pr/upstream/4235
4238-pinned-events-read-marker.md	4238	refs/pr/upstream/4238
4242-state-dags.md	4242	refs/pr/upstream/4242
4243-user-localparts-as-account-keys.md	4243	refs/pr/upstream/4243
4244-rfc9420-mls-for-matrix.md	4244	refs/pr/upstream/4244
4245-immutable-encryption-algorithm.md	4245	refs/pr/upstream/4245
4246-to-device-as-to-server.md	4246	refs/pr/upstream/4246
4247-user-pronouns.md	4247	refs/pr/upstream/4247
4249-remove-deprecated-media-endpoints.md	4249	refs/pr/upstream/4249
4250-authenticated-media-v2-cookies.md	4250	refs/pr/upstream/4250
1767-extensible-events.md	4252	refs/pr/upstream/4252
4252-modify-extensible-events-state-handling.md	4252	refs/pr/upstream/4252
4253-spec-process-modify-reject-accepted.md	4253	refs/pr/upstream/4253
4255-bulk-profile-updates.md	4255	refs/pr/upstream/4255
4256-rfc9420-mls-mode-matrix.md	4256	refs/pr/upstream/4256
4257-profiles-arent-auth.md	4257	refs/pr/upstream/4257
4258-federated-user-directory.md	4258	refs/pr/upstream/4258
4259-bulk-profile-sync.md	4259	refs/pr/upstream/4259
4261-do-not-encrypt-for-device-flag.md	4261	refs/pr/upstream/4261
4262-sliding-sync-profiles.md	4262	refs/pr/upstream/4262
4263-prevent-mxid-enumeration-via-key-queries.md	4263	refs/pr/upstream/4263
4264-token-for-contacting-accounts.md	4264	refs/pr/upstream/4264
4265-dpo-role.md	4265	refs/pr/upstream/4265
4266-policies.md	4266	refs/pr/upstream/4266
4269-unambiguous-mentions-in-body.md	4269	refs/pr/upstream/4269
4270-glossary-spec.md	4270	refs/pr/upstream/4270
4271-recommended-enabled-ness-for-default-push-rules.md	4271	refs/pr/upstream/4271
4273-approval-disapproval.md	4273	refs/pr/upstream/4273
4274-inline-media-galleries.md	4274	refs/pr/upstream/4274
4279-service-notice-rooms.md	4279	refs/pr/upstream/4279
4282-interactive-room-message.md	4282	refs/pr/upstream/4282
4283-ignore-block-distinction.md	4283	refs/pr/upstream/4283
4286-external-payment-details.md	4286	refs/pr/upstream/4286
4292-incompatible-client-room-versions.md	4292	refs/pr/upstream/4292
4293-redact-on-ban.md	4293	refs/pr/upstream/4293
4295-bot-bounce-limit.md	4295	refs/pr/upstream/4295
4296-device-id-mentions.md	4296	refs/pr/upstream/4296
4298-redact-on-ban-room-version.md	4298	refs/pr/upstream/4298
4299-trusted-users.md	4299	refs/pr/upstream/4299
4300-request-response.md	4300	refs/pr/upstream/4300
4302-fhir-resources.md	4302	refs/pr/upstream/4302
4303-slightly-strict-user-id-grammar-in-rooms.md	4303	refs/pr/upstream/4303
4305-par.md	4305	refs/pr/upstream/4305
4306-thread-subscriptions.md	4306	refs/pr/upstream/4306
4308-sliding-sync-ext-thread-subscriptions.md	4308	refs/pr/upstream/4308
4309-finalisded-delayed-events-on-sync.md	4309	refs/pr/upstream/4309
4310-MatrixRTC-call-decline.md	4310	refs/pr/upstream/4310
4310-matrixRTC-call-decline.md	4310	refs/pr/upstream/4310
4320-rich-presence.md	4320	refs/pr/upstream/4320
4321-policy-room-upgrade-semantics.md	4321	refs/pr/upstream/4321
4322-simple-media-self-redaction.md	4322	refs/pr/upstream/4322
4325-presence-privacy.md	4325	refs/pr/upstream/4325
4330-specify-http-versions.md	4330	refs/pr/upstream/4330
4331-device-account-data.md	4331	refs/pr/upstream/4331
4332-in-room-bot-commands.md	4332	refs/pr/upstream/4332
4333-moderation-bot-state-api.md	4333	refs/pr/upstream/4333
4334-room-language.md	4334	refs/pr/upstream/4334
4337-as-profile-suppliments.md	4337	refs/pr/upstream/4337
4332-in-room-bot-commands.md	4338	refs/pr/upstream/4338
4339-user-directory-profiles.md	4339	refs/pr/upstream/4339
4340-in-room-command-prompts.md	4340	refs/pr/upstream/4340
4342-device-limit.md	4342	refs/pr/upstream/4342
2244-mass-redactions.md	4343	refs/pr/upstream/4343
4343-modify-msc2244-use-new-event-type.md	4343	refs/pr/upstream/4343
4344-strike-deprecated-srv.md	4344	refs/pr/upstream/4344
4345-server-key-identity-and-room-membership.md	4345	refs/pr/upstream/4345
4348-portable-accounts-in-rooms.md	4348	refs/pr/upstream/4348
4349-causal-barriers-and-enforcement.md	4349	refs/pr/upstream/4349
4350-appservice-encryption-impersonation.md	4350	refs/pr/upstream/4350
4351-odd-context-limits.md	4351	refs/pr/upstream/4351
4352-customizable-permalink-base-url.md	4352	refs/pr/upstream/4352
4353-per-origin-linear-chain.md	4353	refs/pr/upstream/4353
4354-sticky-events.md	4354	refs/pr/upstream/4354
4357-live-messages.md	4357	refs/pr/upstream/4357
4358-out-of-room-server-discovery.md	4358	refs/pr/upstream/4358
4359-do-not-disturb.md	4359	refs/pr/upstream/4359
4360-sliding-sync-extension-threads.md	4360	refs/pr/upstream/4360
4361-non-federating-member-auth.md	4361	refs/pr/upstream/4361
4362-simplified-encrypted-state.md	4362	refs/pr/upstream/4362
4363-oauth-step-up-authentication.md	4363	refs/pr/upstream/4363
4365-canonical-ignore-list-rooms.md	4365	refs/pr/upstream/4365
4366-resident-public-rooms.md	4366	refs/pr/upstream/4366
4367-public-rooms-via.md	4367	refs/pr/upstream/4367
4368-resource-limit-exceeded-extra-fields.md	4368	refs/pr/upstream/4368
4369-capability-error-code.md	4369	refs/pr/upstream/4369
4370-prev-events-federation-endpoint.md	4370	refs/pr/upstream/4370
4371-eliminate-transactions.md	4371	refs/pr/upstream/4371
4375-admin-room-management.md	4375	refs/pr/upstream/4375
4377-clarify-image-pack-ordering.md	4377	refs/pr/upstream/4377
0000-proposal-template.md	4379	refs/pr/upstream/4379
4382-peppered-hash-verification.md	4382	refs/pr/upstream/4382
4383-client-server-info.md	4383	refs/pr/upstream/4383
4385-secret-send-without-requestid.md	4385	refs/pr/upstream/4385
4386-sharing-secrets-after-verification.md	4386	refs/pr/upstream/4386
4387-safety-error-code.md	4387	refs/pr/upstream/4387
4388-secure-qr-channel.md	4388	refs/pr/upstream/4388
4389-image-ordering-within-packs.md	4389	refs/pr/upstream/4389
4390-room-blocking.md	4390	refs/pr/upstream/4390
4391-simplified-in-room-bot-commands.md	4391	refs/pr/upstream/4391
4392-encrypted-reactions-and-replies.md	4392	refs/pr/upstream/4392
4396-inlined-linked-media.md	4396	refs/pr/upstream/4396
4397-tags-as-spaces.md	4397	refs/pr/upstream/4397
4401-profile-capabilities.md	4401	refs/pr/upstream/4401
4405-deprecate-emoji-verification.md	4405	refs/pr/upstream/4405
4406-m-sender-ignored.md	4406	refs/pr/upstream/4406
4407-sticky-events-widget-api.md	4407	refs/pr/upstream/4407
4412-widget-base-postmessage-api.md	4412	refs/pr/upstream/4412
4413-remove-private-join-rule.md	4413	refs/pr/upstream/4413
4414-design-decision-errors.md	4414	refs/pr/upstream/4414
4416-policy-servers-room-version.md	4416	refs/pr/upstream/4416
4417-appservice-url-previews.md	4417	refs/pr/upstream/4417
4420-keys-upload-dupes.md	4420	refs/pr/upstream/4420
4425-ephemeral-media.md	4425	refs/pr/upstream/4425
4426-user-status-profile-fields.md	4426	refs/pr/upstream/4426
4427-user-banners.md	4427	refs/pr/upstream/4427
4428-stable-ids.md	4428	refs/pr/upstream/4428
4429-legacy-sync-profile-updates.md	4429	refs/pr/upstream/4429
4430-member-keys.md	4430	refs/pr/upstream/4430
4431-personal-room-name-overrides.md	4431	refs/pr/upstream/4431
4432-server-wide-room-name-overrides.md	4432	refs/pr/upstream/4432
4433-image-packs-room-upgrades.md	4433	refs/pr/upstream/4433
4437-replace-entire-profile.md	4437	refs/pr/upstream/4437
4438-message-bookmarks.md	4438	refs/pr/upstream/4438
4439-support-contact-encryption.md	4439	refs/pr/upstream/4439
4440-profile-biography.md	4440	refs/pr/upstream/4440
4441-user-profile-annotations.md	4441	refs/pr/upstream/4441
4445-sync-timeline-order.md	4445	refs/pr/upstream/4445
4446-move-fully-read-backwards.md	4446	refs/pr/upstream/4446
4448-preview-url-site-logo.md	4448	refs/pr/upstream/4448
4449-get-members-filters.md	4449	refs/pr/upstream/4449
4450-identity-provider-selection-uia-legacy-sso.md	4450	refs/pr/upstream/4450
4451-notification-endpoint.md	4451	refs/pr/upstream/4451
4452-preview-url-capability.md	4452	refs/pr/upstream/4452
4453-deprecate-old-room-versions.md	4453	refs/pr/upstream/4453
4454-deprecating-spoiler-fallback-in-media-repository.md	4454	refs/pr/upstream/4454
4455-space-catch-all.md	4455	refs/pr/upstream/4455
4456-safety-harms-appendix.md	4456	refs/pr/upstream/4456
4457-generic-reporting-api.md	4457	refs/pr/upstream/4457
4458-handling-received-json.md	4458	refs/pr/upstream/4458
4459-image-pack-references.md	4459	refs/pr/upstream/4459
1767-extensible-events.md	4460	refs/pr/upstream/4460
3381-polls.md	4460	refs/pr/upstream/4460
4460-extensible-events-unstable.md	4460	refs/pr/upstream/4460
4461-per-message-profile-storage.md	4461	refs/pr/upstream/4461
4462-links-in-profile.md	4462	refs/pr/upstream/4462
4464-verifiable-links-in-profile.md	4464	refs/pr/upstream/4464
4466-profile-change-propagation.md	4466	refs/pr/upstream/4466
4467-improved-room-upgrade-api.md	4467	refs/pr/upstream/4467
4468-report-to-community.md	4468	refs/pr/upstream/4468
4469-report-to-remote-server.md	4469	refs/pr/upstream/4469
4470-report-routing.md	4470	refs/pr/upstream/4470
4471-event-streams.md	4471	refs/pr/upstream/4471
4472-deprecated-room-version-type.md	4472	refs/pr/upstream/4472
4473-proxied-alias-resolution.md	4473	refs/pr/upstream/4473
4474-clarify-extensible-cbs.md	4474	refs/pr/upstream/4474
4475-media-galleries-by-inline-mxc-links.md	4475	refs/pr/upstream/4475
4476-image-pack-rooms.md	4476	refs/pr/upstream/4476
4480-sliding-sync-sticky-events.md	4480	refs/pr/upstream/4480
4481-matrix.to-encoding.md	4481	refs/pr/upstream/4481
4482-ability-to-bookmark-messages.md	4482	refs/pr/upstream/4482
4483-encrypted-account-data.md	4483	refs/pr/upstream/4483
4484-admin-oauth-scope.md	4484	refs/pr/upstream/4484
4485-featured-endpoint.md	4485	refs/pr/upstream/4485
4486-extended-delayed-events-api.md	4486	refs/pr/upstream/4486
4487-deprecate-internal-matrix.to.md	4487	refs/pr/upstream/4487
4489-per-room_contact_state_event.md	4489	refs/pr/upstream/4489
4490-surfacing_room_contacts_when_a_join_or_knock_does_not_succeed.md	4490	refs/pr/upstream/4490
4491-create-room-invite-reason.md	4491	refs/pr/upstream/4491
4492-directionless-pagination-tokens.md	4492	refs/pr/upstream/4492
0000-proposal-template.md	4493	refs/pr/upstream/4493
4494-membership-invite-blocking.md	4494	refs/pr/upstream/4494
4495-selective-presence.md	4495	refs/pr/upstream/4495
4496-matrix-caldav.md	4496	refs/pr/upstream/4496
4497-state-event-type-filter.md	4497	refs/pr/upstream/4497
4498-held-pending-moderation.md	4498	refs/pr/upstream/4498
4499-key-caching.md	4499	refs/pr/upstream/4499
4500-state-accumulators.md	4500	refs/pr/upstream/4500
4501-rooms-as-social-media-pages.md	4501	refs/pr/upstream/4501
4502-as-unrestricted-membership.md	4502	refs/pr/upstream/4502
4503-external-handles.md	4503	refs/pr/upstream/4503
4504-global-versioning-v2.md	4504	refs/pr/upstream/4504
4505-lls-push-rules.md	4505	refs/pr/upstream/4505
4506-knock-push-rules.md	4506	refs/pr/upstream/4506
4507-hierarchy-extra-room-state.md	4507	refs/pr/upstream/4507
4508-sliding-sync-extension-typing.md	4508	refs/pr/upstream/4508
4509-auto-join-on-accepted-knock.md	4509	refs/pr/upstream/4509
4511-topological-metadata-query-api.md	4511	refs/pr/upstream/4511
4512-app-service-takeover.md	4512	refs/pr/upstream/4512
4513-standard-http-status-codes.md	4513	refs/pr/upstream/4513
4514-edu-size-limit.md	4514	refs/pr/upstream/4514
4515-rtc-transports-widget-action.md	4515	refs/pr/upstream/4515
4517-federated-thirdparty-lookups.md	4517	refs/pr/upstream/4517
4518-registries.md	4518	refs/pr/upstream/4518
4519-rtc-transports-registry.md	4519	refs/pr/upstream/4519
4521-algebraic-set-reconciliation.md	4521	refs/pr/upstream/4521
4522-username-colors.md	4522	refs/pr/upstream/4522
4524-federation-bidirectional-ping.md	4524	refs/pr/upstream/4524
4525-paginated-sync.md	4525	refs/pr/upstream/4525
4526-refresh-token-grant-error-handling.md	4526	refs/pr/upstream/4526
4527-state-event-power-levels.md	4527	refs/pr/upstream/4527
4528-incompatible-server-error.md	4528	refs/pr/upstream/4528
